iteration,x,y
1,46.7726,49.1071
1,57.0187,37.8544
1,40.7455,48.7169
1,43.8644,65.9251
1,48.3544,51.391
1,52.5258,49.9916
1,43.8755,50.5676
1,51.8101,70.8981
1,47.6434,68.5219
1,55.4866,72.8502
1,29.1934,55.7527
1,21.501,52.2323
1,24.6806,53.6041
1,16.6041,50.1244
1,36.8594,60.4009
1,40.1592,62.9645
1,32.9083,57.8036
1,25.1623,26.5058
1,35.9409,40.8598
1,54.0763,41.739
1,37.4393,44.3467
1,54.7498,47.0368
1,32.1702,32.5147
1,34.0488,36.1399
1,29.0213,28.7363
1,81.6656,33.3308
1,64.5838,33.4583
1,60.1464,35.837
1,72.7218,31.3681
1,68.5408,31.9926
1,77.2619,31.7881
1,63.2273,77.4367
1,58.7206,74.6228
1,56.3213,77.8971
1,35.8912,64.6875
1,39.4457,67.5305
1,45.8347,47.0109
1,50.3061,46.5529
1,41.8934,44.154
1,47.7311,73.2026
1,52.3244,75.7037
1,43.5169,70.6071
1,19.2181,55.5853
1,27.5766,59.4042
1,31.6238,61.7206
1,22.66,57.0401
1,29.3664,24.1871
1,37.8985,34.834
1,50.3831,43.1495
1,51.2196,37.6784
1,40.0753,40.7475
1,36.112,31.1224
1,55.8008,33.9152
1,32.8622,26.8857
1,64.0388,29.2912
1,59.1583,31.7301
1,73.0145,27.3774
1,68.4032,27.917
1,78.0087,27.8471
1,59.7857,79.9732
1,12.6759,47.9798
1,13.991,53.357
2,43.3471,48.2194
2,57.0187,37.8544
2,40.7455,48.7169
2,43.8644,65.9251
2,48.3544,51.391
2,52.5258,49.9916
2,43.8755,50.5676
2,51.8101,70.8981
2,47.6434,68.5219
2,55.4866,72.8502
2,29.1934,55.7527
2,21.501,52.2323
2,24.6806,53.6041
2,16.6041,50.1244
2,36.8594,60.4009
2,40.1592,62.9645
2,32.9083,57.8036
2,25.1623,26.5058
2,35.9409,40.8598
2,54.0763,41.739
2,37.4393,44.3467
2,54.7498,47.0368
2,32.1702,32.5147
2,34.0488,36.1399
2,29.0213,28.7363
2,81.6656,33.3308
2,64.5838,33.4583
2,60.1464,35.837
2,72.7218,31.3681
2,68.5408,31.9926
2,77.2619,31.7881
2,63.2273,77.4367
2,58.7206,74.6228
2,56.3213,77.8971
2,35.8912,64.6875
2,39.4457,67.5305
2,45.8347,47.0109
2,50.3061,46.5529
2,41.8934,44.154
2,47.7311,73.2026
2,52.3244,75.7037
2,43.5169,70.6071
2,19.2181,55.5853
2,27.5766,59.4042
2,31.6238,61.7206
2,22.66,57.0401
