iteration,x,y
1,20.1563,25.2292
1,14.7461,37.7432
1,43.6483,25.8661
1,39.0347,27.1879
1,17.9135,29.4977
1,14.7707,33.6536
1,18.2372,29.1616
1,30.2664,26.1176
1,21.7511,26.7112
1,26.0578,25.6565
1,34.3847,26.9228
1,49.591,20.255
1,46.8319,23.6431
1,19.0212,54.6503
1,16.5636,45.989
1,17.696,50.3443
1,15.7393,42.4707
1,20.5623,58.6375
1,11.2535,40.7021
1,37.818,23.2379
1,15.388,26.3542
1,11.4704,31.1775
1,15.0499,26.7049
1,10.5239,35.4891
1,28.2894,21.7784
1,19.0948,23.5071
1,23.6797,21.8673
1,32.7925,22.5463
1,44.1276,9.77653
1,45.599,14.2567
1,42.7775,21.7454
1,45.8231,18.8085
1,16.1414,58.4209
1,13.2731,49.304
1,14.6111,54.0242
1,12.1101,44.5434
1,49.2128,12.4679
1,50.2642,16.0523
1,49.477,8.36806
1,45.6653,6.07048
2,23.3873,23.9757
2,14.7461,37.7432
2,43.6483,25.8661
2,39.0347,27.1879
2,17.9135,29.4977
2,14.7707,33.6536
2,18.2372,29.1616
2,30.2664,26.1176
2,21.7511,26.7112
2,26.0578,25.6565
2,34.3847,26.9228
2,49.591,20.255
2,46.8319,23.6431
2,19.0212,54.6503
2,16.5636,45.989
2,17.696,50.3443
2,15.7393,42.4707
2,20.5623,58.6375
2,11.2535,40.7021
2,37.818,23.2379
2,15.388,26.3542
2,11.4704,31.1775
2,15.0499,26.7049
2,10.5239,35.4891
2,28.2894,21.7784
2,19.0948,23.5071
2,23.6797,21.8673
2,32.7925,22.5463
2,44.1276,9.77653
2,45.599,14.2567
2,42.7775,21.7454
2,45.8231,18.8085
2,16.1414,58.4209
2,13.2731,49.304
2,14.6111,54.0242
2,12.1101,44.5434
2,49.2128,12.4679
2,50.2642,16.0523
2,49.477,8.36806
2,45.6653,6.07048
2,53.1792,7.66711
2,50.665,3.94339
3,26.5243,23.6655
3,14.7461,37.7432
3,43.6483,25.8661
3,39.0347,27.1879
3,17.9135,29.4977
3,14.7707,33.6536
3,18.2372,29.1616
3,30.2664,26.1176
3,21.7511,26.7112
3,26.0578,25.6565
3,34.3847,26.9228
3,49.591,20.255
3,46.8319,23.6431
3,19.0212,54.6503
3,16.5636,45.989
3,17.696,50.3443
3,15.7393,42.4707
3,20.5623,58.6375
3,11.2535,40.7021
3,37.818,23.2379
3,15.388,26.3542
3,11.4704,31.1775
3,15.0499,26.7049
3,10.5239,35.4891
3,28.2894,21.7784
3,19.0948,23.5071
3,23.6797,21.8673
3,32.7925,22.5463
3,44.1276,9.77653
3,45.599,14.2567
3,42.7775,21.7454
3,45.8231,18.8085
3,16.1414,58.4209
3,13.2731,49.304
3,14.6111,54.0242
3,12.1101,44.5434
3,49.2128,12.4679
3,50.2642,16.0523
3,49.477,8.36806
3,45.6653,6.07048
3,53.1792,7.66711
3,50.665,3.94339
3,59.4708,13.7227
3,57.0878,9.74206
3,54.7693,3.80188
4,29.5862,23.9667
4,14.7461,37.7432
4,43.6483,25.8661
4,39.0347,27.1879
4,17.9135,29.4977
4,14.7707,33.6536
4,18.2372,29.1616
4,30.2664,26.1176
4,21.7511,26.7112
4,26.0578,25.6565
4,34.3847,26.9228
4,49.591,20.255
4,46.8319,23.6431
4,19.0212,54.6503
4,16.5636,45.989
4,17.696,50.3443
4,15.7393,42.4707
4,20.5623,58.6375
4,11.2535,40.7021
4,37.818,23.2379
4,15.388,26.3542
4,11.4704,31.1775
4,15.0499,26.7049
4,10.5239,35.4891
4,28.2894,21.7784
4,19.0948,23.5071
4,23.6797,21.8673
4,32.7925,22.5463
4,44.1276,9.77653
4,45.599,14.2567
4,42.7775,21.7454
4,45.8231,18.8085
4,16.1414,58.4209
4,13.2731,49.304
4,14.6111,54.0242
4,12.1101,44.5434
4,49.2128,12.4679
4,50.2642,16.0523
4,49.477,8.36806
4,45.6653,6.07048
4,53.1792,7.66711
4,50.665,3.94339
4,59.4708,13.7227
4,57.0878,9.74206
4,54.7693,3.80188
4,63.9919,21.3801
4,61.4438,17.4379
4,59.1606,6.07689
5,32.5917,24.5474
5,14.7461,37.7432
5,43.6483,25.8661
5,39.0347,27.1879
5,17.9135,29.4977
5,14.7707,33.6536
5,18.2372,29.1616
5,30.2664,26.1176
5,21.7511,26.7112
5,26.0578,25.6565
5,34.3847,26.9228
5,49.591,20.255
5,46.8319,23.6431
5,19.0212,54.6503
5,16.5636,45.989
5,17.696,50.3443
5,15.7393,42.4707
5,20.5623,58.6375
5,11.2535,40.7021
5,37.818,23.2379
5,15.388,26.3542
5,11.4704,31.1775
5,15.0499,26.7049
5,10.5239,35.4891
5,28.2894,21.7784
5,19.0948,23.5071
5,23.6797,21.8673
5,32.7925,22.5463
5,44.1276,9.77653
5,45.599,14.2567
5,42.7775,21.7454
5,45.8231,18.8085
5,16.1414,58.4209
5,13.2731,49.304
5,14.6111,54.0242
5,12.1101,44.5434
5,49.2128,12.4679
5,50.2642,16.0523
5,49.477,8.36806
5,45.6653,6.07048
5,53.1792,7.66711
5,50.665,3.94339
5,59.4708,13.7227
5,57.0878,9.74206
5,54.7693,3.80188
5,63.9919,21.3801
5,61.4438,17.4379
5,59.1606,6.07689
5,66.5805,24.3324
5,66.904,18.5892
5,64.244,14.225
5,62.108,10.1727
6,35.5596,25.0756
6,14.7461,37.7432
6,43.6483,25.8661
6,39.0347,27.1879
6,17.9135,29.4977
6,14.7707,33.6536
6,18.2372,29.1616
6,30.2664,26.1176
6,21.7511,26.7112
6,26.0578,25.6565
6,34.3847,26.9228
6,49.591,20.255
6,46.8319,23.6431
6,19.0212,54.6503
6,16.5636,45.989
6,17.696,50.3443
6,15.7393,42.4707
6,20.5623,58.6375
6,11.2535,40.7021
6,37.818,23.2379
6,15.388,26.3542
6,11.4704,31.1775
6,15.0499,26.7049
6,10.5239,35.4891
6,28.2894,21.7784
6,19.0948,23.5071
6,23.6797,21.8673
6,32.7925,22.5463
6,44.1276,9.77653
6,45.599,14.2567
6,42.7775,21.7454
6,45.8231,18.8085
6,16.1414,58.4209
6,13.2731,49.304
6,14.6111,54.0242
6,12.1101,44.5434
6,49.2128,12.4679
6,50.2642,16.0523
6,49.477,8.36806
6,45.6653,6.07048
6,53.1792,7.66711
6,50.665,3.94339
6,59.4708,13.7227
6,57.0878,9.74206
6,54.7693,3.80188
6,63.9919,21.3801
6,61.4438,17.4379
6,59.1606,6.07689
6,66.5805,24.3324
6,66.904,18.5892
6,64.244,14.225
6,62.108,10.1727
6,69.7237,21.7996
7,38.5087,25.2194
7,14.7461,37.7432
7,43.6483,25.8661
7,39.0347,27.1879
7,17.9135,29.4977
7,14.7707,33.6536
7,18.2372,29.1616
7,30.2664,26.1176
7,21.7511,26.7112
7,26.0578,25.6565
7,34.3847,26.9228
7,49.591,20.255
7,46.8319,23.6431
7,19.0212,54.6503
7,16.5636,45.989
7,17.696,50.3443
7,15.7393,42.4707
7,20.5623,58.6375
7,11.2535,40.7021
7,37.818,23.2379
7,15.388,26.3542
7,11.4704,31.1775
7,15.0499,26.7049
7,10.5239,35.4891
7,28.2894,21.7784
7,19.0948,23.5071
7,23.6797,21.8673
7,32.7925,22.5463
7,44.1276,9.77653
7,45.599,14.2567
7,42.7775,21.7454
7,45.8231,18.8085
7,16.1414,58.4209
7,13.2731,49.304
7,14.6111,54.0242
7,12.1101,44.5434
7,49.2128,12.4679
7,50.2642,16.0523
7,49.477,8.36806
7,45.6653,6.07048
7,53.1792,7.66711
7,50.665,3.94339
7,59.4708,13.7227
7,57.0878,9.74206
7,54.7693,3.80188
7,63.9919,21.3801
7,61.4438,17.4379
7,59.1606,6.07689
7,66.5805,24.3324
7,66.904,18.5892
7,64.244,14.225
7,62.108,10.1727
7,69.7237,21.7996
7,70.6996,27.5871
8,41.4577,24.6469
8,14.7461,37.7432
8,43.6483,25.8661
8,39.0347,27.1879
8,17.9135,29.4977
8,14.7707,33.6536
8,18.2372,29.1616
8,30.2664,26.1176
8,21.7511,26.7112
8,26.0578,25.6565
8,34.3847,26.9228
8,49.591,20.255
8,46.8319,23.6431
8,19.0212,54.6503
8,16.5636,45.989
8,17.696,50.3443
8,15.7393,42.4707
8,20.5623,58.6375
8,11.2535,40.7021
8,37.818,23.2379
8,15.388,26.3542
8,11.4704,31.1775
8,15.0499,26.7049
8,10.5239,35.4891
8,28.2894,21.7784
8,19.0948,23.5071
8,23.6797,21.8673
8,32.7925,22.5463
8,44.1276,9.77653
8,45.599,14.2567
8,42.7775,21.7454
8,45.8231,18.8085
8,16.1414,58.4209
8,13.2731,49.304
8,14.6111,54.0242
8,12.1101,44.5434
8,49.2128,12.4679
8,50.2642,16.0523
8,49.477,8.36806
8,45.6653,6.07048
8,53.1792,7.66711
8,50.665,3.94339
8,59.4708,13.7227
8,57.0878,9.74206
8,54.7693,3.80188
8,63.9919,21.3801
8,61.4438,17.4379
8,59.1606,6.07689
8,66.5805,24.3324
8,66.904,18.5892
8,64.244,14.225
8,62.108,10.1727
8,69.7237,21.7996
8,70.6996,27.5871
8,74.0711,29.5855
8,74.3494,25.1551
9,44.4254,23.0261
9,14.7461,37.7432
9,43.6483,25.8661
9,39.0347,27.1879
9,17.9135,29.4977
9,14.7707,33.6536
9,18.2372,29.1616
9,30.2664,26.1176
9,21.7511,26.7112
9,26.0578,25.6565
9,34.3847,26.9228
9,49.591,20.255
9,46.8319,23.6431
9,19.0212,54.6503
9,16.5636,45.989
9,17.696,50.3443
9,15.7393,42.4707
9,20.5623,58.6375
9,11.2535,40.7021
9,37.818,23.2379
9,15.388,26.3542
9,11.4704,31.1775
9,15.0499,26.7049
9,10.5239,35.4891
9,28.2894,21.7784
9,19.0948,23.5071
9,23.6797,21.8673
9,32.7925,22.5463
9,44.1276,9.77653
9,45.599,14.2567
9,42.7775,21.7454
9,45.8231,18.8085
9,16.1414,58.4209
9,13.2731,49.304
9,14.6111,54.0242
9,12.1101,44.5434
9,49.2128,12.4679
9,50.2642,16.0523
9,49.477,8.36806
9,45.6653,6.07048
9,53.1792,7.66711
9,50.665,3.94339
9,59.4708,13.7227
9,57.0878,9.74206
9,54.7693,3.80188
9,63.9919,21.3801
9,61.4438,17.4379
9,59.1606,6.07689
9,66.5805,24.3324
9,66.904,18.5892
9,64.244,14.225
9,62.108,10.1727
9,69.7237,21.7996
9,70.6996,27.5871
9,74.0711,29.5855
9,74.3494,25.1551
9,77.3638,31.173
9,78.1301,27.1347
10,47.1279,20.3967
10,14.7461,37.7432
10,43.6483,25.8661
10,39.0347,27.1879
10,17.9135,29.4977
10,14.7707,33.6536
10,18.2372,29.1616
10,30.2664,26.1176
10,21.7511,26.7112
10,26.0578,25.6565
10,34.3847,26.9228
10,49.591,20.255
10,46.8319,23.6431
10,19.0212,54.6503
10,16.5636,45.989
10,17.696,50.3443
10,15.7393,42.4707
10,20.5623,58.6375
10,11.2535,40.7021
10,37.818,23.2379
10,15.388,26.3542
10,11.4704,31.1775
10,15.0499,26.7049
10,10.5239,35.4891
10,28.2894,21.7784
10,19.0948,23.5071
10,23.6797,21.8673
10,32.7925,22.5463
10,44.1276,9.77653
10,45.599,14.2567
10,42.7775,21.7454
10,45.8231,18.8085
10,16.1414,58.4209
10,13.2731,49.304
10,14.6111,54.0242
10,12.1101,44.5434
10,49.2128,12.4679
10,50.2642,16.0523
10,49.477,8.36806
10,45.6653,6.07048
10,53.1792,7.66711
10,50.665,3.94339
10,59.4708,13.7227
10,57.0878,9.74206
10,54.7693,3.80188
10,63.9919,21.3801
10,61.4438,17.4379
10,59.1606,6.07689
10,66.5805,24.3324
10,66.904,18.5892
10,64.244,14.225
10,62.108,10.1727
10,69.7237,21.7996
10,70.6996,27.5871
10,74.0711,29.5855
10,74.3494,25.1551
10,77.3638,31.173
10,78.1301,27.1347
11,48.0679,18.7741
11,14.7461,37.7432
11,43.6483,25.8661
11,39.0347,27.1879
11,17.9135,29.4977
11,14.7707,33.6536
11,18.2372,29.1616
11,30.2664,26.1176
11,21.7511,26.7112
11,26.0578,25.6565
11,34.3847,26.9228
11,49.591,20.255
11,46.8319,23.6431
11,19.0212,54.6503
11,16.5636,45.989
11,17.696,50.3443
11,15.7393,42.4707
11,20.5623,58.6375
11,11.2535,40.7021
11,37.818,23.2379
11,15.388,26.3542
11,11.4704,31.1775
11,15.0499,26.7049
11,10.5239,35.4891
11,28.2894,21.7784
11,19.0948,23.5071
11,23.6797,21.8673
11,32.7925,22.5463
11,44.1276,9.77653
11,45.599,14.2567
11,42.7775,21.7454
11,45.8231,18.8085
11,16.1414,58.4209
11,13.2731,49.304
11,14.6111,54.0242
11,12.1101,44.5434
11,49.2128,12.4679
11,50.2642,16.0523
11,49.477,8.36806
11,45.6653,6.07048
11,53.1792,7.66711
11,50.665,3.94339
11,59.4708,13.7227
11,57.0878,9.74206
11,54.7693,3.80188
11,63.9919,21.3801
11,61.4438,17.4379
11,59.1606,6.07689
11,66.5805,24.3324
11,66.904,18.5892
11,64.244,14.225
11,62.108,10.1727
11,69.7237,21.7996
11,70.6996,27.5871
11,74.0711,29.5855
11,74.3494,25.1551
11,77.3638,31.173
11,78.1301,27.1347
12,48.3384,17.1341
12,14.7461,37.7432
12,43.6483,25.8661
12,39.0347,27.1879
12,17.9135,29.4977
12,14.7707,33.6536
12,18.2372,29.1616
12,30.2664,26.1176
12,21.7511,26.7112
12,26.0578,25.6565
12,34.3847,26.9228
