iteration,x,y
1,11.723,51.9689
1,12.6007,56.2949
1,37.2294,49.7745
1,16.7121,54.3233
1,12.821,54.2951
1,34.5962,53.1019
1,39.4042,45.341
1,40.6016,40.503
1,41.0108,36.4945
1,33.7238,62.0753
1,15.0001,60.8184
1,26.1694,57.5908
1,20.8504,56.4224
1,29.824,56.652
1,24.5179,61.484
1,19.7989,61.438
1,29.4395,61.6216
1,42.8695,65.0262
1,39.3253,63.4948
1,25.8458,53.5978
1,35.7156,66.5571
1,14.5769,64.9168
1,8.85467,53.7769
1,9.83789,62.5839
1,8.732,55.3626
1,24.9169,65.4868
1,19.6131,65.4441
1,29.5567,65.6382
1,39.6406,67.9292
1,37.0966,32.459
1,11.7692,49.6013
1,21.9377,52.5216
1,16.7084,49.7617
1,31.4041,50.637
1,36.9849,36.7994
1,34.2159,47.0396
1,36.2038,42.1125
2,12.9417,51.0787
2,12.6007,56.2949
2,37.2294,49.7745
2,16.7121,54.3233
2,12.821,54.2951
2,34.5962,53.1019
2,39.4042,45.341
2,40.6016,40.503
2,41.0108,36.4945
2,33.7238,62.0753
2,15.0001,60.8184
2,26.1694,57.5908
2,20.8504,56.4224
2,29.824,56.652
2,24.5179,61.484
2,19.7989,61.438
2,29.4395,61.6216
2,42.8695,65.0262
2,39.3253,63.4948
2,25.8458,53.5978
2,35.7156,66.5571
2,14.5769,64.9168
2,8.85467,53.7769
2,9.83789,62.5839
2,8.732,55.3626
2,24.9169,65.4868
2,19.6131,65.4441
2,29.5567,65.6382
2,39.6406,67.9292
2,37.0966,32.459
2,11.7692,49.6013
2,21.9377,52.5216
2,16.7084,49.7617
2,31.4041,50.637
2,36.9849,36.7994
2,34.2159,47.0396
2,36.2038,42.1125
2,41.0836,31.2703
2,36.9861,26.83
3,14.453,51.0992
3,12.6007,56.2949
3,37.2294,49.7745
3,16.7121,54.3233
3,12.821,54.2951
3,34.5962,53.1019
3,39.4042,45.341
3,40.6016,40.503
3,41.0108,36.4945
3,33.7238,62.0753
3,15.0001,60.8184
3,26.1694,57.5908
3,20.8504,56.4224
3,29.824,56.652
