iteration,x,y
1,6.80559,41.5229
1,23.3426,42.8494
1,27.4159,57.5092
1,9.12725,54.7902
1,7.55468,45.6482
1,7.55468,45.6482
1,7.89604,50.249
1,17.5136,56.9272
1,13.3062,56.3975
1,22.8382,57.2225
1,36.8172,59.0684
1,31.8689,58.0292
1,27.5758,43.4683
1,33.2755,43.0639
1,13.796,40.8222
1,18.9758,41.8486
1,9.51981,41.5015
1,36.9223,41.5036
1,23.3489,38.7645
1,18.5531,60.9977
1,3.86015,50.6407
1,3.55475,45.623
1,4.87258,40.7212
1,3.55475,45.623
1,8.48176,58.8836
1,4.88721,55.8283
1,12.8163,60.396
1,33.7637,62.4426
1,28.3532,61.6124
1,23.5117,61.263
1,29.4977,39.5355
1,14.0709,36.8282
1,18.8388,37.7033
1,8.42268,37.4524
1,33.694,38.7007
1,37.0698,36.0344
1,39.924,38.8622
1,39.3606,30.7771
2,9.05284,39.3795
2,23.3426,42.8494
2,27.4159,57.5092
2,9.12725,54.7902
2,7.55468,45.6482
2,7.55468,45.6482
2,7.89604,50.249
2,17.5136,56.9272
2,13.3062,56.3975
2,22.8382,57.2225
2,36.8172,59.0684
2,31.8689,58.0292
2,27.5758,43.4683
2,33.2755,43.0639
2,13.796,40.8222
2,18.9758,41.8486
2,9.51981,41.5015
2,36.9223,41.5036
2,23.3489,38.7645
2,18.5531,60.9977
2,3.86015,50.6407
2,3.55475,45.623
2,4.87258,40.7212
2,3.55475,45.623
2,8.48176,58.8836
2,4.88721,55.8283
2,12.8163,60.396
2,33.7637,62.4426
2,28.3532,61.6124
2,23.5117,61.263
2,29.4977,39.5355
2,14.0709,36.8282
2,18.8388,37.7033
2,8.42268,37.4524
2,33.694,38.7007
2,37.0698,36.0344
2,39.924,38.8622
2,39.3606,30.7771
2,42.6125,34.2521
2,31.3728,12.5773
2,34.2951,17.2932
2,36.5891,21.0278
2,38.7349,25.6698
3,12.1022,38.7286
3,23.3426,42.8494
3,27.4159,57.5092
3,9.12725,54.7902
3,7.55468,45.6482
3,7.55468,45.6482
3,7.89604,50.249
3,17.5136,56.9272
3,13.3062,56.3975
3,22.8382,57.2225
3,36.8172,59.0684
3,31.8689,58.0292
3,27.5758,43.4683
3,33.2755,43.0639
3,13.796,40.8222
3,18.9758,41.8486
3,9.51981,41.5015
3,36.9223,41.5036
3,23.3489,38.7645
3,18.5531,60.9977
3,3.86015,50.6407
3,3.55475,45.623
3,4.87258,40.7212
3,3.55475,45.623
3,8.48176,58.8836
3,4.88721,55.8283
3,12.8163,60.396
3,33.7637,62.4426
3,28.3532,61.6124
3,23.5117,61.263
3,29.4977,39.5355
3,14.0709,36.8282
3,18.8388,37.7033
3,8.42268,37.4524
3,33.694,38.7007
3,37.0698,36.0344
3,39.924,38.8622
3,39.3606,30.7771
3,42.6125,34.2521
3,31.3728,12.5773
3,34.2951,17.2932
3,36.5891,21.0278
3,38.7349,25.6698
3,38.647,16.6834
3,42.6851,24.8937
3,43.4252,29.5542
3,41.1747,21.1395
4,15.7593,39.0936
4,23.3426,42.8494
4,27.4159,57.5092
4,9.12725,54.7902
4,7.55468,45.6482
4,7.55468,45.6482
4,7.89604,50.249
4,17.5136,56.9272
4,13.3062,56.3975
4,22.8382,57.2225
4,36.8172,59.0684
4,31.8689,58.0292
4,27.5758,43.4683
4,33.2755,43.0639
4,13.796,40.8222
4,18.9758,41.8486
4,9.51981,41.5015
4,36.9223,41.5036
4,23.3489,38.7645
4,18.5531,60.9977
4,3.86015,50.6407
4,3.55475,45.623
4,4.87258,40.7212
4,3.55475,45.623
4,8.48176,58.8836
4,4.88721,55.8283
4,12.8163,60.396
4,33.7637,62.4426
4,28.3532,61.6124
4,23.5117,61.263
4,29.4977,39.5355
4,14.0709,36.8282
4,18.8388,37.7033
4,8.42268,37.4524
4,33.694,38.7007
4,37.0698,36.0344
4,39.924,38.8622
4,39.3606,30.7771
4,42.6125,34.2521
4,31.3728,12.5773
4,34.2951,17.2932
4,36.5891,21.0278
4,38.7349,25.6698
4,38.647,16.6834
4,42.6851,24.8937
4,43.4252,29.5542
4,41.1747,21.1395
4,36.1451,12.7589
4,41.3083,60.6145
4,38.7005,63.877
4,29.4663,7.91958
5,19.8299,39.9977
5,23.3426,42.8494
5,27.4159,57.5092
5,9.12725,54.7902
5,7.55468,45.6482
5,7.55468,45.6482
5,7.89604,50.249
5,17.5136,56.9272
5,13.3062,56.3975
5,22.8382,57.2225
5,36.8172,59.0684
5,31.8689,58.0292
5,27.5758,43.4683
5,33.2755,43.0639
5,13.796,40.8222
5,18.9758,41.8486
5,9.51981,41.5015
5,36.9223,41.5036
5,23.3489,38.7645
5,18.5531,60.9977
5,3.86015,50.6407
5,3.55475,45.623
5,4.87258,40.7212
5,3.55475,45.623
5,8.48176,58.8836
5,4.88721,55.8283
5,12.8163,60.396
5,33.7637,62.4426
5,28.3532,61.6124
5,23.5117,61.263
5,29.4977,39.5355
5,14.0709,36.8282
5,18.8388,37.7033
5,8.42268,37.4524
5,33.694,38.7007
5,37.0698,36.0344
5,39.924,38.8622
5,39.3606,30.7771
5,42.6125,34.2521
5,31.3728,12.5773
5,34.2951,17.2932
5,36.5891,21.0278
5,38.7349,25.6698
5,38.647,16.6834
5,42.6851,24.8937
5,43.4252,29.5542
5,41.1747,21.1395
5,36.1451,12.7589
5,41.3083,60.6145
5,38.7005,63.877
5,29.4663,7.91958
5,34.1181,9.1738
5,45.7465,62.8948
6,24.1197,40.9643
6,23.3426,42.8494
6,27.4159,57.5092
6,9.12725,54.7902
6,7.55468,45.6482
6,7.55468,45.6482
6,7.89604,50.249
6,17.5136,56.9272
6,13.3062,56.3975
6,22.8382,57.2225
6,36.8172,59.0684
6,31.8689,58.0292
6,27.5758,43.4683
6,33.2755,43.0639
6,13.796,40.8222
6,18.9758,41.8486
6,9.51981,41.5015
6,36.9223,41.5036
6,23.3489,38.7645
6,18.5531,60.9977
6,3.86015,50.6407
6,3.55475,45.623
6,4.87258,40.7212
6,3.55475,45.623
6,8.48176,58.8836
6,4.88721,55.8283
6,12.8163,60.396
6,33.7637,62.4426
6,28.3532,61.6124
6,23.5117,61.263
6,29.4977,39.5355
6,14.0709,36.8282
6,18.8388,37.7033
6,8.42268,37.4524
6,33.694,38.7007
6,37.0698,36.0344
6,39.924,38.8622
6,39.3606,30.7771
6,42.6125,34.2521
6,31.3728,12.5773
6,34.2951,17.2932
6,36.5891,21.0278
6,38.7349,25.6698
6,38.647,16.6834
6,42.6851,24.8937
6,43.4252,29.5542
6,41.1747,21.1395
6,36.1451,12.7589
6,41.3083,60.6145
6,38.7005,63.877
6,29.4663,7.91958
6,34.1181,9.1738
6,45.7465,62.8948
6,49.0169,65.1565
6,43.554,66.2431
7,28.4344,41.5167
7,23.3426,42.8494
7,27.4159,57.5092
7,9.12725,54.7902
7,7.55468,45.6482
7,7.55468,45.6482
7,7.89604,50.249
7,17.5136,56.9272
7,13.3062,56.3975
7,22.8382,57.2225
7,36.8172,59.0684
7,31.8689,58.0292
7,27.5758,43.4683
7,33.2755,43.0639
7,13.796,40.8222
7,18.9758,41.8486
7,9.51981,41.5015
7,36.9223,41.5036
