iteration,x,y
1,15.6178,24.5034
1,8.2847,39.1473
1,38.4721,20.5676
1,32.6417,28.8067
1,19.4991,26.6062
1,15.1146,27.2657
1,15.1146,27.2657
1,35.9209,26.052
1,23.3772,28.8486
1,9.61573,33.9708
1,28.6802,30.1239
1,38.8387,16.8519
1,38.7466,12.3687
1,39.3533,7.36887
1,15.0425,55.0006
1,10.4313,47.3025
1,12.8128,51.5588
1,8.74931,42.8992
1,18.3785,59.8351
1,4.37491,41.2833
1,34.0254,21.5309
1,31.0933,25.054
1,6.33222,31.671
1,26.7992,25.9653
1,4.48925,37.2016
1,16.8303,22.1536
1,12.2952,24.4282
1,12.2952,24.4282
1,21.5483,23.1672
1,34.8287,15.029
1,34.7323,10.9903
1,35.4933,6.21237
1,39.2128,2.30989
1,13.6742,60.0828
1,7.85368,51.0057
1,10.1317,54.8105
1,5.61006,46.2335
1,43.5491,5.27931
2,17.3964,24.0566
2,8.2847,39.1473
2,38.4721,20.5676
2,32.6417,28.8067
2,19.4991,26.6062
2,15.1146,27.2657
2,15.1146,27.2657
2,35.9209,26.052
2,23.3772,28.8486
2,9.61573,33.9708
2,28.6802,30.1239
2,38.8387,16.8519
2,38.7466,12.3687
2,39.3533,7.36887
2,15.0425,55.0006
2,10.4313,47.3025
2,12.8128,51.5588
2,8.74931,42.8992
2,18.3785,59.8351
2,4.37491,41.2833
2,34.0254,21.5309
2,31.0933,25.054
2,6.33222,31.671
2,26.7992,25.9653
2,4.48925,37.2016
2,16.8303,22.1536
2,12.2952,24.4282
2,12.2952,24.4282
2,21.5483,23.1672
2,34.8287,15.029
2,34.7323,10.9903
2,35.4933,6.21237
2,39.2128,2.30989
2,13.6742,60.0828
2,7.85368,51.0057
2,10.1317,54.8105
2,5.61006,46.2335
2,43.5491,5.27931
3,19.0833,24.291
3,8.2847,39.1473
3,38.4721,20.5676
3,32.6417,28.8067
3,19.4991,26.6062
3,15.1146,27.2657
3,15.1146,27.2657
3,35.9209,26.052
3,23.3772,28.8486
3,9.61573,33.9708
3,28.6802,30.1239
3,38.8387,16.8519
3,38.7466,12.3687
3,39.3533,7.36887
3,15.0425,55.0006
3,10.4313,47.3025
3,12.8128,51.5588
3,8.74931,42.8992
3,18.3785,59.8351
3,4.37491,41.2833
3,34.0254,21.5309
3,31.0933,25.054
3,6.33222,31.671
3,26.7992,25.9653
3,4.48925,37.2016
3,16.8303,22.1536
3,12.2952,24.4282
3,12.2952,24.4282
3,21.5483,23.1672
3,34.8287,15.029
3,34.7323,10.9903
3,35.4933,6.21237
3,39.2128,2.30989
3,13.6742,60.0828
3,7.85368,51.0057
3,10.1317,54.8105
3,5.61006,46.2335
3,43.5491,5.27931
3,50.0469,9.85545
3,51.3353,14.1475
3,47.9248,6.05485
3,44.3376,1.22047
4,20.7213,24.991
4,8.2847,39.1473
4,38.4721,20.5676
4,32.6417,28.8067
4,19.4991,26.6062
4,15.1146,27.2657
4,15.1146,27.2657
4,35.9209,26.052
4,23.3772,28.8486
4,9.61573,33.9708
4,28.6802,30.1239
4,38.8387,16.8519
4,38.7466,12.3687
4,39.3533,7.36887
4,15.0425,55.0006
4,10.4313,47.3025
4,12.8128,51.5588
4,8.74931,42.8992
4,18.3785,59.8351
4,4.37491,41.2833
4,34.0254,21.5309
4,31.0933,25.054
4,6.33222,31.671
4,26.7992,25.9653
4,4.48925,37.2016
4,16.8303,22.1536
4,12.2952,24.4282
4,12.2952,24.4282
4,21.5483,23.1672
4,34.8287,15.029
4,34.7323,10.9903
4,35.4933,6.21237
4,39.2128,2.30989
4,13.6742,60.0828
4,7.85368,51.0057
4,10.1317,54.8105
4,5.61006,46.2335
4,43.5491,5.27931
4,50.0469,9.85545
4,51.3353,14.1475
4,47.9248,6.05485
4,44.3376,1.22047
4,53.8439,19.4158
5,22.3531,25.9413
5,8.2847,39.1473
5,38.4721,20.5676
5,32.6417,28.8067
5,19.4991,26.6062
5,15.1146,27.2657
5,15.1146,27.2657
5,35.9209,26.052
5,23.3772,28.8486
5,9.61573,33.9708
5,28.6802,30.1239
5,38.8387,16.8519
5,38.7466,12.3687
5,39.3533,7.36887
5,15.0425,55.0006
5,10.4313,47.3025
5,12.8128,51.5588
5,8.74931,42.8992
5,18.3785,59.8351
5,4.37491,41.2833
5,34.0254,21.5309
5,31.0933,25.054
5,6.33222,31.671
5,26.7992,25.9653
5,4.48925,37.2016
5,16.8303,22.1536
5,12.2952,24.4282
5,12.2952,24.4282
5,21.5483,23.1672
5,34.8287,15.029
5,34.7323,10.9903
5,35.4933,6.21237
5,39.2128,2.30989
5,13.6742,60.0828
5,7.85368,51.0057
5,10.1317,54.8105
5,5.61006,46.2335
5,43.5491,5.27931
5,50.0469,9.85545
5,51.3353,14.1475
5,47.9248,6.05485
5,44.3376,1.22047
5,53.8439,19.4158
5,56.7964,22.5149
6,24.0215,26.9262
6,8.2847,39.1473
6,38.4721,20.5676
6,32.6417,28.8067
6,19.4991,26.6062
6,15.1146,27.2657
6,15.1146,27.2657
6,35.9209,26.052
6,23.3772,28.8486
6,9.61573,33.9708
6,28.6802,30.1239
6,38.8387,16.8519
6,38.7466,12.3687
6,39.3533,7.36887
6,15.0425,55.0006
6,10.4313,47.3025
6,12.8128,51.5588
6,8.74931,42.8992
6,18.3785,59.8351
6,4.37491,41.2833
6,34.0254,21.5309
6,31.0933,25.054
6,6.33222,31.671
6,26.7992,25.9653
6,4.48925,37.2016
6,16.8303,22.1536
6,12.2952,24.4282
6,12.2952,24.4282
6,21.5483,23.1672
6,34.8287,15.029
6,34.7323,10.9903
6,35.4933,6.21237
6,39.2128,2.30989
6,13.6742,60.0828
6,7.85368,51.0057
6,10.1317,54.8105
6,5.61006,46.2335
6,43.5491,5.27931
6,50.0469,9.85545
6,51.3353,14.1475
6,47.9248,6.05485
6,44.3376,1.22047
6,53.8439,19.4158
6,56.7964,22.5149
6,54.2473,9.92601
6,56.365,15.8785
7,25.7692,27.7303
7,8.2847,39.1473
7,38.4721,20.5676
7,32.6417,28.8067
7,19.4991,26.6062
7,15.1146,27.2657
7,15.1146,27.2657
7,35.9209,26.052
7,23.3772,28.8486
7,9.61573,33.9708
7,28.6802,30.1239
7,38.8387,16.8519
7,38.7466,12.3687
7,39.3533,7.36887
7,15.0425,55.0006
7,10.4313,47.3025
7,12.8128,51.5588
7,8.74931,42.8992
7,18.3785,59.8351
7,4.37491,41.2833
7,34.0254,21.5309
7,31.0933,25.054
7,6.33222,31.671
7,26.7992,25.9653
7,4.48925,37.2016
7,16.8303,22.1536
7,12.2952,24.4282
7,12.2952,24.4282
7,21.5483,23.1672
7,34.8287,15.029
7,34.7323,10.9903
7,35.4933,6.21237
7,39.2128,2.30989
7,13.6742,60.0828
7,7.85368,51.0057
7,10.1317,54.8105
7,5.61006,46.2335
7,43.5491,5.27931
7,50.0469,9.85545
7,51.3353,14.1475
7,47.9248,6.05485
7,44.3376,1.22047
7,53.8439,19.4158
7,56.7964,22.5149
7,54.2473,9.92601
7,56.365,15.8785
7,52.5147,5.40713
7,49.1237,2.12256
7,59.3233,19.4115
8,27.6388,28.138
8,8.2847,39.1473
8,38.4721,20.5676
8,32.6417,28.8067
8,19.4991,26.6062
8,15.1146,27.2657
8,15.1146,27.2657
8,35.9209,26.052
8,23.3772,28.8486
8,9.61573,33.9708
8,28.6802,30.1239
8,38.8387,16.8519
8,38.7466,12.3687
8,39.3533,7.36887
8,15.0425,55.0006
8,10.4313,47.3025
8,12.8128,51.5588
8,8.74931,42.8992
8,18.3785,59.8351
8,4.37491,41.2833
8,34.0254,21.5309
8,31.0933,25.054
8,6.33222,31.671
8,26.7992,25.9653
8,4.48925,37.2016
8,16.8303,22.1536
8,12.2952,24.4282
8,12.2952,24.4282
8,21.5483,23.1672
8,34.8287,15.029
8,34.7323,10.9903
8,35.4933,6.21237
8,39.2128,2.30989
8,13.6742,60.0828
8,7.85368,51.0057
8,10.1317,54.8105
8,5.61006,46.2335
8,43.5491,5.27931
8,50.0469,9.85545
8,51.3353,14.1475
8,47.9248,6.05485
8,44.3376,1.22047
8,53.8439,19.4158
8,56.7964,22.5149
8,54.2473,9.92601
8,56.365,15.8785
