iteration,x,y
1,-2.89217,11.9856
1,11.0805,37.1662
1,-2.73329,18.5948
1,2.52695,7.94943
1,-1.11694,12.742
1,2.47229,7.99758
1,9.82509,2.24535
1,2.41348,28.6075
1,-1.25458,23.799
1,6.41555,32.738
1,30.5846,8.65784
1,21.5572,2.12745
1,15.5297,0.366343
1,26.5895,5.34381
1,7.59298,-0.991855
1,-6.32655,21.9478
1,-0.247821,4.97864
1,-0.189934,4.92791
1,-6.48591,16.0511
1,-4.2091,10.0506
1,0.364201,32.3048
1,5.22547,37.1634
1,-3.53371,27.5532
1,30.4331,3.25362
1,20.2376,-2.69931
1,13.5902,-3.64496
1,25.9419,0.030009
1,15.4152,41.4653
1,9.95768,41.6547
2,-4.6132,16.7024
2,11.0805,37.1662
2,-2.73329,18.5948
2,2.52695,7.94943
2,-1.11694,12.742
2,2.47229,7.99758
2,9.82509,2.24535
2,2.41348,28.6075
2,-1.25458,23.799
2,6.41555,32.738
2,30.5846,8.65784
2,21.5572,2.12745
2,15.5297,0.366343
2,26.5895,5.34381
2,7.59298,-0.991855
2,-6.32655,21.9478
2,-0.247821,4.97864
2,-0.189934,4.92791
2,-6.48591,16.0511
2,-4.2091,10.0506
2,0.364201,32.3048
2,5.22547,37.1634
2,-3.53371,27.5532
2,30.4331,3.25362
2,20.2376,-2.69931
2,13.5902,-3.64496
2,25.9419,0.030009
2,15.4152,41.4653
2,9.95768,41.6547
3,-4.50187,20.9815
3,11.0805,37.1662
3,-2.73329,18.5948
3,2.52695,7.94943
3,-1.11694,12.742
3,2.47229,7.99758
3,9.82509,2.24535
3,2.41348,28.6075
3,-1.25458,23.799
3,6.41555,32.738
3,30.5846,8.65784
3,21.5572,2.12745
3,15.5297,0.366343
3,26.5895,5.34381
3,7.59298,-0.991855
3,-6.32655,21.9478
3,-0.247821,4.97864
3,-0.189934,4.92791
3,-6.48591,16.0511
3,-4.2091,10.0506
3,0.364201,32.3048
3,5.22547,37.1634
3,-3.53371,27.5532
3,30.4331,3.25362
3,20.2376,-2.69931
3,13.5902,-3.64496
3,25.9419,0.030009
3,15.4152,41.4653
3,9.95768,41.6547
3,19.3277,46.0819
3,14.3945,46.3062
4,-2.86357,24.9932
4,11.0805,37.1662
4,-2.73329,18.5948
4,2.52695,7.94943
4,-1.11694,12.742
4,2.47229,7.99758
4,9.82509,2.24535
4,2.41348,28.6075
4,-1.25458,23.799
4,6.41555,32.738
4,30.5846,8.65784
4,21.5572,2.12745
4,15.5297,0.366343
4,26.5895,5.34381
4,7.59298,-0.991855
4,-6.32655,21.9478
4,-0.247821,4.97864
4,-0.189934,4.92791
4,-6.48591,16.0511
4,-4.2091,10.0506
4,0.364201,32.3048
4,5.22547,37.1634
4,-3.53371,27.5532
4,30.4331,3.25362
4,20.2376,-2.69931
4,13.5902,-3.64496
4,25.9419,0.030009
4,15.4152,41.4653
4,9.95768,41.6547
4,19.3277,46.0819
4,14.3945,46.3062
4,18.504,51.6961
5,-0.00372831,28.908
5,11.0805,37.1662
5,-2.73329,18.5948
5,2.52695,7.94943
5,-1.11694,12.742
5,2.47229,7.99758
5,9.82509,2.24535
5,2.41348,28.6075
5,-1.25458,23.799
5,6.41555,32.738
5,30.5846,8.65784
5,21.5572,2.12745
5,15.5297,0.366343
5,26.5895,5.34381
5,7.59298,-0.991855
5,-6.32655,21.9478
5,-0.247821,4.97864
5,-0.189934,4.92791
5,-6.48591,16.0511
5,-4.2091,10.0506
5,0.364201,32.3048
5,5.22547,37.1634
