iteration,x,y
1,4.71214,33.3955
1,6.87877,33.5268
1,21.1421,0.452856
1,7.55565,19.3959
1,6.08478,28.5839
1,6.07546,28.72
1,6.74653,23.8833
1,13.1912,5.82837
1,8.71603,14.3053
1,10.3722,9.5932
1,17.2645,2.62245
1,25.5692,37.2331
1,15.6514,36.9985
1,10.3044,36.3612
1,19.5558,36.9303
1,34.318,39.4542
1,29.6365,37.9237
1,2.62255,33.7588
1,18.0933,-2.52945
1,3.66822,18.2797
1,2.09897,28.2385
1,2.80548,23.137
1,2.08947,28.3858
1,9.75583,3.63607
1,4.9504,12.848
1,6.82983,7.90059
1,14.0006,-0.102172
1,21.0348,41.0068
1,10.3052,40.476
1,5.27772,37.954
1,14.4055,40.9376
1,30.7187,42.3204
1,25.4847,41.2771
1,38.5905,41.9339
1,35.5298,44.6018
2,6.46081,36.4618
2,6.87877,33.5268
2,21.1421,0.452856
2,7.55565,19.3959
2,6.08478,28.5839
2,6.07546,28.72
2,6.74653,23.8833
2,13.1912,5.82837
2,8.71603,14.3053
2,10.3722,9.5932
2,17.2645,2.62245
2,25.5692,37.2331
2,15.6514,36.9985
2,10.3044,36.3612
2,19.5558,36.9303
2,34.318,39.4542
2,29.6365,37.9237
2,2.62255,33.7588
2,18.0933,-2.52945
2,3.66822,18.2797
2,2.09897,28.2385
2,2.80548,23.137
2,2.08947,28.3858
2,9.75583,3.63607
2,4.9504,12.848
2,6.82983,7.90059
2,14.0006,-0.102172
2,21.0348,41.0068
2,10.3052,40.476
2,5.27772,37.954
2,14.4055,40.9376
2,30.7187,42.3204
2,25.4847,41.2771
2,38.5905,41.9339
2,35.5298,44.6018
2,38.8321,47.7308
3,9.173,38.1429
3,6.87877,33.5268
3,21.1421,0.452856
3,7.55565,19.3959
3,6.08478,28.5839
3,6.07546,28.72
3,6.74653,23.8833
3,13.1912,5.82837
3,8.71603,14.3053
3,10.3722,9.5932
3,17.2645,2.62245
3,25.5692,37.2331
3,15.6514,36.9985
3,10.3044,36.3612
3,19.5558,36.9303
3,34.318,39.4542
3,29.6365,37.9237
3,2.62255,33.7588
3,18.0933,-2.52945
3,3.66822,18.2797
3,2.09897,28.2385
3,2.80548,23.137
3,2.08947,28.3858
3,9.75583,3.63607
3,4.9504,12.848
3,6.82983,7.90059
3,14.0006,-0.102172
3,21.0348,41.0068
3,10.3052,40.476
3,5.27772,37.954
3,14.4055,40.9376
3,30.7187,42.3204
3,25.4847,41.2771
3,38.5905,41.9339
3,35.5298,44.6018
3,38.8321,47.7308
3,41.6815,44.8295
4,12.6645,38.8508
4,6.87877,33.5268
4,21.1421,0.452856
4,7.55565,19.3959
4,6.08478,28.5839
4,6.07546,28.72
4,6.74653,23.8833
4,13.1912,5.82837
4,8.71603,14.3053
4,10.3722,9.5932
4,17.2645,2.62245
4,25.5692,37.2331
4,15.6514,36.9985
4,10.3044,36.3612
4,19.5558,36.9303
4,34.318,39.4542
4,29.6365,37.9237
4,2.62255,33.7588
4,18.0933,-2.52945
4,3.66822,18.2797
4,2.09897,28.2385
4,2.80548,23.137
4,2.08947,28.3858
4,9.75583,3.63607
4,4.9504,12.848
4,6.82983,7.90059
4,14.0006,-0.102172
4,21.0348,41.0068
4,10.3052,40.476
4,5.27772,37.954
4,14.4055,40.9376
4,30.7187,42.3204
4,25.4847,41.2771
4,38.5905,41.9339
4,35.5298,44.6018
4,38.8321,47.7308
4,41.6815,44.8295
4,44.4542,49.2347
4,41.3897,52.706
5,16.751,38.9975
5,6.87877,33.5268
5,21.1421,0.452856
5,7.55565,19.3959
5,6.08478,28.5839
5,6.07546,28.72
5,6.74653,23.8833
5,13.1912,5.82837
5,8.71603,14.3053
5,10.3722,9.5932
5,17.2645,2.62245
