iteration,x,y
1,39.1396,34.7545
1,47.7524,18.0718
1,20.1189,58.714
1,39.6749,40.163
1,34.0671,48.44
1,38.7373,18.0572
1,37.3566,43.9383
1,37.9315,14.1333
1,39.6581,21.4526
1,28.9153,53.711
1,31.5705,51.4016
1,23.5416,56.797
1,41.0073,27.5228
1,41.0656,35.8065
1,39.6749,40.163
1,41.3007,31.3264
1,41.9897,10.9869
1,40.3467,10.0566
1,43.843,15.3535
1,16.168,60.7627
1,12.3459,63.0996
1,60.9898,18.3907
1,56.0302,18.7412
1,52.1485,19.135
1,65.5781,18.4589
1,48.2968,13.8863
1,14.1204,57.3228
1,36.1391,38.2927
1,36.3269,24.5924
1,37.1295,28.6444
1,37.2123,33.4862
1,36.1391,38.2927
1,43.9751,5.65296
1,38.8231,6.36567
1,46.5581,9.37573
1,29.9622,47.1764
1,34.4937,10.0479
1,34.6168,18.0815
1,33.5895,42.3511
1,33.9335,14.3366
1,23.7147,52.0427
1,27.0153,50.1499
1,17.8887,55.366
1,10.0197,59.8456
1,57.1966,14.5496
1,53.0118,15.1116
1,62.5787,14.4536
2,39.2856,30.319
2,47.7524,18.0718
2,20.1189,58.714
2,39.6749,40.163
2,34.0671,48.44
2,38.7373,18.0572
2,37.3566,43.9383
2,37.9315,14.1333
2,39.6581,21.4526
2,28.9153,53.711
2,31.5705,51.4016
2,23.5416,56.797
2,41.0073,27.5228
2,41.0656,35.8065
2,39.6749,40.163
2,41.3007,31.3264
2,41.9897,10.9869
2,40.3467,10.0566
2,43.843,15.3535
2,16.168,60.7627
2,12.3459,63.0996
2,60.9898,18.3907
2,56.0302,18.7412
2,52.1485,19.135
2,65.5781,18.4589
2,48.2968,13.8863
2,14.1204,57.3228
2,36.1391,38.2927
2,36.3269,24.5924
2,37.1295,28.6444
2,37.2123,33.4862
2,36.1391,38.2927
2,43.9751,5.65296
2,38.8231,6.36567
2,46.5581,9.37573
2,29.9622,47.1764
2,34.4937,10.0479
2,34.6168,18.0815
2,33.5895,42.3511
2,33.9335,14.3366
2,23.7147,52.0427
2,27.0153,50.1499
2,17.8887,55.366
2,10.0197,59.8456
2,57.1966,14.5496
2,53.0118,15.1116
2,62.5787,14.4536
2,69.9261,17.9063
2,67.5365,14.2653
3,38.6952,26.0163
3,47.7524,18.0718
3,20.1189,58.714
3,39.6749,40.163
3,34.0671,48.44
3,38.7373,18.0572
3,37.3566,43.9383
3,37.9315,14.1333
3,39.6581,21.4526
3,28.9153,53.711
3,31.5705,51.4016
3,23.5416,56.797
3,41.0073,27.5228
3,41.0656,35.8065
3,39.6749,40.163
3,41.3007,31.3264
3,41.9897,10.9869
3,40.3467,10.0566
3,43.843,15.3535
3,16.168,60.7627
3,12.3459,63.0996
3,60.9898,18.3907
3,56.0302,18.7412
3,52.1485,19.135
3,65.5781,18.4589
3,48.2968,13.8863
3,14.1204,57.3228
3,36.1391,38.2927
3,36.3269,24.5924
3,37.1295,28.6444
3,37.2123,33.4862
3,36.1391,38.2927
3,43.9751,5.65296
3,38.8231,6.36567
3,46.5581,9.37573
3,29.9622,47.1764
3,34.4937,10.0479
3,34.6168,18.0815
3,33.5895,42.3511
3,33.9335,14.3366
3,23.7147,52.0427
3,27.0153,50.1499
3,17.8887,55.366
3,10.0197,59.8456
3,57.1966,14.5496
3,53.0118,15.1116
3,62.5787,14.4536
3,69.9261,17.9063
3,67.5365,14.2653
4,37.7187,21.9416
4,47.7524,18.0718
4,20.1189,58.714
4,39.6749,40.163
4,34.0671,48.44
4,38.7373,18.0572
4,37.3566,43.9383
4,37.9315,14.1333
4,39.6581,21.4526
4,28.9153,53.711
4,31.5705,51.4016
4,23.5416,56.797
4,41.0073,27.5228
4,41.0656,35.8065
4,39.6749,40.163
4,41.3007,31.3264
4,41.9897,10.9869
4,40.3467,10.0566
4,43.843,15.3535
4,16.168,60.7627
4,12.3459,63.0996
4,60.9898,18.3907
4,56.0302,18.7412
4,52.1485,19.135
4,65.5781,18.4589
