iteration,x,y
1,30.6971,32.6731
1,28.2346,36.6708
1,39.1375,29.1608
1,33.3595,33.341
1,39.1375,29.1608
1,39.7256,61.9681
1,16.9974,44.2225
1,21.429,41.1613
1,10.813,49.0008
1,52.5003,18.9719
1,47.3921,22.9468
1,58.0748,14.8495
1,65.2258,10.6229
1,25.2233,33.8774
1,36.8515,25.9254
1,36.8515,25.9254
1,30.5962,30.3541
1,13.3601,41.9049
1,18.0248,38.6212
1,50.6697,15.3414
1,45.2085,19.5299
1,56.6472,11.0142
1,64.1802,6.67019
1,46.3801,63.002
1,33.8167,64.7957
1,6.20205,54.0764
1,2.34755,52.6792
1,6.96283,47.1274
2,23.8908,37.1501
2,28.2346,36.6708
2,39.1375,29.1608
2,33.3595,33.341
2,39.1375,29.1608
2,39.7256,61.9681
2,16.9974,44.2225
2,21.429,41.1613
2,10.813,49.0008
2,52.5003,18.9719
2,47.3921,22.9468
2,58.0748,14.8495
2,65.2258,10.6229
2,25.2233,33.8774
2,36.8515,25.9254
2,36.8515,25.9254
2,30.5962,30.3541
2,13.3601,41.9049
2,18.0248,38.6212
2,50.6697,15.3414
2,45.2085,19.5299
2,56.6472,11.0142
2,64.1802,6.67019
2,46.3801,63.002
2,33.8167,64.7957
2,6.20205,54.0764
2,2.34755,52.6792
2,6.96283,47.1274
2,27.8503,69.5319
2,3.7626,60.366
2,42.8753,65.9678
2,-0.154768,59.4075
2,36.2051,67.9198
3,17.5814,41.3411
3,28.2346,36.6708
3,39.1375,29.1608
3,33.3595,33.341
3,39.1375,29.1608
3,39.7256,61.9681
3,16.9974,44.2225
3,21.429,41.1613
3,10.813,49.0008
3,52.5003,18.9719
3,47.3921,22.9468
3,58.0748,14.8495
3,65.2258,10.6229
3,25.2233,33.8774
3,36.8515,25.9254
3,36.8515,25.9254
3,30.5962,30.3541
3,13.3601,41.9049
3,18.0248,38.6212
3,50.6697,15.3414
3,45.2085,19.5299
3,56.6472,11.0142
3,64.1802,6.67019
3,46.3801,63.002
3,33.8167,64.7957
3,6.20205,54.0764
3,2.34755,52.6792
3,6.96283,47.1274
3,27.8503,69.5319
3,3.7626,60.366
3,42.8753,65.9678
3,-0.154768,59.4075
3,36.2051,67.9198
3,22.9221,73.6771
3,6.58742,73.3655
3,4.06075,67.2634
3,-0.132231,66.744
3,30.6674,72.4089
4,11.9996,45.4238
4,28.2346,36.6708
4,39.1375,29.1608
4,33.3595,33.341
4,39.1375,29.1608
4,39.7256,61.9681
4,16.9974,44.2225
4,21.429,41.1613
4,10.813,49.0008
4,52.5003,18.9719
4,47.3921,22.9468
4,58.0748,14.8495
4,65.2258,10.6229
4,25.2233,33.8774
4,36.8515,25.9254
4,36.8515,25.9254
4,30.5962,30.3541
4,13.3601,41.9049
4,18.0248,38.6212
4,50.6697,15.3414
4,45.2085,19.5299
4,56.6472,11.0142
4,64.1802,6.67019
4,46.3801,63.002
4,33.8167,64.7957
4,6.20205,54.0764
4,2.34755,52.6792
4,6.96283,47.1274
4,27.8503,69.5319
4,3.7626,60.366
4,42.8753,65.9678
4,-0.154768,59.4075
4,36.2051,67.9198
4,22.9221,73.6771
4,6.58742,73.3655
4,4.06075,67.2634
4,-0.132231,66.744
4,30.6674,72.4089
4,10.8488,78.7657
4,17.6375,77.7429
4,24.5649,77.5684
4,2.10143,73.2659
4,5.83222,79.8437
5,7.37607,49.5763
5,28.2346,36.6708
5,39.1375,29.1608
5,33.3595,33.341
5,39.1375,29.1608
5,39.7256,61.9681
5,16.9974,44.2225
5,21.429,41.1613
5,10.813,49.0008
5,52.5003,18.9719
5,47.3921,22.9468
5,58.0748,14.8495
5,65.2258,10.6229
5,25.2233,33.8774
5,36.8515,25.9254
5,36.8515,25.9254
5,30.5962,30.3541
5,13.3601,41.9049
5,18.0248,38.6212
5,50.6697,15.3414
5,45.2085,19.5299
5,56.6472,11.0142
5,64.1802,6.67019
5,46.3801,63.002
5,33.8167,64.7957
5,6.20205,54.0764
5,2.34755,52.6792
5,6.96283,47.1274
5,27.8503,69.5319
5,3.7626,60.366
5,42.8753,65.9678
5,-0.154768,59.4075
5,36.2051,67.9198
5,22.9221,73.6771
5,6.58742,73.3655
5,4.06075,67.2634
5,-0.132231,66.744
5,30.6674,72.4089
5,10.8488,78.7657
5,17.6375,77.7429
5,24.5649,77.5684
5,2.10143,73.2659
5,5.83222,79.8437
5,19.0001,81.4437
5,12.2064,83.1939
6,3.94145,53.9764
6,28.2346,36.6708
6,39.1375,29.1608
6,33.3595,33.341
6,39.1375,29.1608
6,39.7256,61.9681
6,16.9974,44.2225
6,21.429,41.1613
6,10.813,49.0008
6,52.5003,18.9719
6,47.3921,22.9468
6,58.0748,14.8495
6,65.2258,10.6229
