iteration_index,x,y
0,41.7207,57.3488
0,40.37821632265813,55.842942104948335
0,36.185729410373064,58.16776137925967
0,31.89428804849402,58.217502182249135
0,27.538770406932915,58.001818613832974
0,23.266684862010493,58.71030173013946
0,19.528214427056632,60.73984115717698
0,15.936961404019428,63.48399305113318
0,40.37848100742397,55.8426780663013
0,39.463151077036976,61.18956024644562
0,35.86444578049521,62.24283297154073
0,31.797936067899684,62.23291778933008
0,27.74156128496547,62.013423540573825
0,24.141731738049213,62.7097991047795
0,20.719094687335488,64.75378813190589
0,17.542407006534045,67.2904822288371
0,14.413790504633809,69.67219320055207
1,39.9207,58.5163
1,36.185729410373064,58.16776137925967
1,31.89428804849402,58.217502182249135
1,27.538770406932915,58.001818613832974
1,23.266684862010493,58.71030173013946
1,19.528214427056632,60.73984115717698
1,15.936961404019428,63.48399305113318
1,12.53963376219896,66.0513191907703
1,39.463151077036976,61.18956024644562
1,35.86444578049521,62.24283297154073
1,31.797936067899684,62.23291778933008
1,27.74156128496547,62.013423540573825
1,24.141731738049213,62.7097991047795
1,20.719094687335488,64.75378813190589
1,17.542407006534045,67.2904822288371
1,14.413790504633809,69.67219320055207
2,37.8244,59.6787
2,36.185729410373064,58.16776137925967
2,31.89428804849402,58.217502182249135
2,27.538770406932915,58.001818613832974
2,23.266684862010493,58.71030173013946
2,19.528214427056632,60.73984115717698
2,15.936961404019428,63.48399305113318
2,12.53963376219896,66.0513191907703
2,35.86444578049521,62.24283297154073
2,31.797936067899684,62.23291778933008
2,27.74156128496547,62.013423540573825
2,24.141731738049213,62.7097991047795
2,20.719094687335488,64.75378813190589
2,17.542407006534045,67.2904822288371
2,14.413790504633809,69.67219320055207
2,11.102347044396693,72.06390405484423
2,37.76563303194441,89.21840618221734
2,41.784668031096395,89.00305466692159
3,36.0251,60.2053
3,31.89428804849402,58.217502182249135
3,27.538770406932915,58.001818613832974
3,23.266684862010493,58.71030173013946
3,19.528214427056632,60.73984115717698
3,15.936961404019428,63.48399305113318
3,12.53963376219896,66.0513191907703
3,9.10988249373073,68.50999399028382
3,35.86444578049521,62.24283297154073
3,31.797936067899684,62.23291778933008
3,27.74156128496547,62.013423540573825
3,24.141731738049213,62.7097991047795
3,20.719094687335488,64.75378813190589
3,17.542407006534045,67.2904822288371
3,14.413790504633809,69.67219320055207
3,11.102347044396693,72.06390405484423
3,33.97708624323211,89.77318668643727
4,33.8794,60.2302
4,31.89428804849402,58.217502182249135
4,27.538770406932915,58.001818613832974
4,23.266684862010493,58.71030173013946
4,19.528214427056632,60.73984115717698
4,15.936961404019428,63.48399305113318
4,12.53963376219896,66.0513191907703
4,9.10988249373073,68.50999399028382
4,31.797936067899684,62.23291778933008
4,27.74156128496547,62.013423540573825
4,24.141731738049213,62.7097991047795
4,20.719094687335488,64.75378813190589
4,17.542407006534045,67.2904822288371
4,14.413790504633809,69.67219320055207
4,11.102347044396693,72.06390405484423
4,7.859074967810769,74.52686100491904
5,31.8461,60.2252
5,31.89428804849402,58.217502182249135
5,27.538770406932915,58.001818613832974
5,23.266684862010493,58.71030173013946
5,19.528214427056632,60.73984115717698
5,15.936961404019428,63.48399305113318
5,12.53963376219896,66.0513191907703
5,9.10988249373073,68.50999399028382
5,5.440246764444763,71.33595835971614
5,27.74156128496547,62.013423540573825
5,24.141731738049213,62.7097991047795
5,20.719094687335488,64.75378813190589
5,17.542407006534045,67.2904822288371
5,14.413790504633809,69.67219320055207
5,11.102347044396693,72.06390405484423
5,7.859074967810769,74.52686100491904
6,29.6684,60.1174
6,27.538770406932915,58.001818613832974
6,23.266684862010493,58.71030173013946
6,19.528214427056632,60.73984115717698
6,15.936961404019428,63.48399305113318
6,12.53963376219896,66.0513191907703
6,9.10988249373073,68.50999399028382
6,5.440246764444763,71.33595835971614
6,27.74156128496547,62.013423540573825
6,24.141731738049213,62.7097991047795
6,20.719094687335488,64.75378813190589
6,17.542407006534045,67.2904822288371
6,14.413790504633809,69.67219320055207
6,11.102347044396693,72.06390405484423
6,7.859074967810769,74.52686100491904
6,5.035781789997851,76.99841540902699
7,27.6402,60.0076
7,23.266684862010493,58.71030173013946
7,19.528214427056632,60.73984115717698
7,15.936961404019428,63.48399305113318
7,12.53963376219896,66.0513191907703
7,9.10988249373073,68.50999399028382
7,5.440246764444763,71.33595835971614
7,2.030166907466676,74.39972442817515
7,27.74156128496547,62.013423540573825
7,24.141731738049213,62.7097991047795
7,20.719094687335488,64.75378813190589
7,17.542407006534045,67.2904822288371
7,14.413790504633809,69.67219320055207
7,11.102347044396693,72.06390405484423
7,7.859074967810769,74.52686100491904
7,5.035781789997851,76.99841540902699
