iteration_index,x,y
0,24.7021,22.4162
0,25.84212980885767,20.77150651041205
0,22.3226657817548,16.315672113884567
0,20.761629623636093,11.096034973989635
0,19.314459479800536,5.37638217670657
0,14.96493480416531,2.0425699846485874
0,10.94131462180551,2.655337271208083
0,5.820671456851176,6.425433935507743
0,3.6560458496829664,11.016918428123347
0,4.731675209332274,16.46131317009349
0,7.768110886797659,21.103557800582607
0,11.383996208306625,25.091989124461627
0,15.232862508234057,28.958766443127146
0,25.842129808857678,20.771506510412046
0,19.8449383535575,20.07486186070699
0,17.843655234794827,15.606083823640185
0,16.526474391823147,10.384160095045464
0,14.31926625015982,5.736094855488022
0,10.706576704696712,7.419966656919053
0,7.651423155731833,12.036725121220885
0,9.177000269725566,16.27994040188598
0,12.562239926461448,20.529685698015868
0,16.170263758254382,24.299265888596004
1,22.8435,20.4232
1,22.3226657817548,16.315672113884567
1,20.761629623636093,11.096034973989635
1,19.314459479800536,5.37638217670657
1,14.96493480416531,2.0425699846485874
1,10.94131462180551,2.655337271208083
1,5.820671456851176,6.425433935507743
1,3.6560458496829664,11.016918428123347
1,4.731675209332274,16.46131317009349
1,7.768110886797659,21.103557800582607
1,11.383996208306625,25.091989124461627
1,19.8449383535575,20.07486186070699
1,17.843655234794827,15.606083823640185
1,16.526474391823147,10.384160095045464
1,14.31926625015982,5.736094855488022
1,10.706576704696712,7.419966656919053
1,7.651423155731833,12.036725121220885
1,9.177000269725566,16.27994040188598
1,12.562239926461448,20.529685698015868
1,16.170263758254382,24.299265888596004
2,21.0838,18.1953
2,22.3226657817548,16.315672113884567
2,20.761629623636093,11.096034973989635
2,19.314459479800536,5.37638217670657
2,14.96493480416531,2.0425699846485874
2,10.94131462180551,2.655337271208083
2,5.820671456851176,6.425433935507743
2,3.6560458496829664,11.016918428123347
2,4.731675209332274,16.46131317009349
2,7.768110886797659,21.103557800582607
2,17.843655234794827,15.606083823640185
2,16.526474391823147,10.384160095045464
2,14.31926625015982,5.736094855488022
2,10.706576704696712,7.419966656919053
2,7.651423155731833,12.036725121220885
2,9.177000269725566,16.27994040188598
2,12.562239926461448,20.529685698015868
3,20.0832,15.9609
3,20.761629623636093,11.096034973989635
3,19.314459479800536,5.37638217670657
3,14.96493480416531,2.0425699846485874
3,10.94131462180551,2.655337271208083
3,5.820671456851176,6.425433935507743
3,3.6560458496829664,11.016918428123347
3,4.731675209332274,16.46131317009349
3,17.843655234794827,15.606083823640185
3,16.526474391823147,10.384160095045464
3,14.31926625015982,5.736094855488022
3,10.706576704696712,7.419966656919053
3,7.651423155731833,12.036725121220885
3,9.177000269725566,16.27994040188598
4,19.3026,13.3511
4,20.761629623636093,11.096034973989635
4,19.314459479800536,5.37638217670657
4,14.96493480416531,2.0425699846485874
4,10.94131462180551,2.655337271208083
4,5.820671456851176,6.425433935507743
4,3.6560458496829664,11.016918428123347
4,4.731675209332274,16.46131317009349
4,16.526474391823147,10.384160095045464
4,14.31926625015982,5.736094855488022
4,10.706576704696712,7.419966656919053
4,7.651423155731833,12.036725121220885
5,18.6441,10.7401
